"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","market"
"261","025860","남해화학","11,950","150","-1.24%","1,000","5,937","49,679",4.54,"226,640","22.09","6.56","코스피"
"262","267260","현대일렉트릭","29,150","900","-3.00%","5,000","5,934","20,357",5.64,"49,120","25.46","N/A","코스피"
"263","004490","세방전지","42,300","50","+0.12%","500","5,922","14,000",36.79,"22,144","8.90","7.76","코스피"
"265","053210","스카이라이프","12,250","0","0.00%","2,500","5,858","47,822",15.68,"36,158","10.21","10.25","코스피"
"266","003540","대신증권","11,350","0","0.00%","5,000","5,763","50,773",24.71,"31,515","8.50","6.36","코스피"
"267","011690","유양디앤유","10,100","300","-2.88%","500","5,742","56,854",2.65,"416,868","123.17","4.44","코스피"
"269","006120","SK디스커버리","30,000","150","+0.50%","5,000","5,711","19,038",13.74,"31,939","1.04","53.99","코스피"
"270","210980","SK디앤디","30,050","350","+1.18%","1,000","5,707","18,990",4.52,"11,228","8.94","23.14","코스피"
"271","112610","씨에스윈드","32,850","350","+1.08%","500","5,678","17,286",8.61,"111,533","14.58","12.98","코스피"
"272","001720","신영증권","60,400","100","-0.17%","5,000","5,669","9,386",11.17,"1,301","13.43","6.73","코스피"
"273","300720","한일시멘트","135,000","500","-0.37%","5,000","5,596","4,145",5.82,"7,120","N/A","N/A","코스피"
"274","019680","대교","6,600","80","-1.20%","500","5,590","84,703",9.86,"24,067","16.46","6.30","코스피"
"275","002240","고려제강","27,700","350","-1.25%","1,000","5,540","20,000",7.63,"3,010","23.40","1.72","코스피"
"276","005880","대한해운","22,600","400","-1.74%","5,000","5,520","24,427",7.55,"64,310","4.36","19.97","코스피"
"277","003230","삼양식품","73,000","4,700","+6.88%","5,000","5,499","7,533",4.62,"232,136","19.18","15.28","코스피"
"278","006490","인스코비","6,110","150","-2.40%","500","5,482","89,723",6.22,"1,014,589","-1,018.33","-1.48","코스피"
"279","033660","아주캐피탈","9,330","90","+0.97%","5,000","5,369","57,546",1.99,"74,547","10.32","7.23","코스피"
"280","000990","DB하이텍","12,000","50","-0.41%","5,000","5,328","44,399",29.26,"157,850","4.85","27.62","코스피"
"281","298050","효성첨단소재","118,000","0","0.00%","5,000","5,286","4,480",13.62,"15,051","N/A","N/A","코스피"
"283","00680K","미래에셋대우2우B","3,715","15","+0.41%","5,000","5,201","140,000",4.33,"128,166","5.02","N/A","코스피"
"284","010050","우리종금","763","5","-0.65%","500","5,144","674,203",2.29,"1,157,314","18.61","8.72","코스피"
"285","004430","송원산업","21,150","100","+0.48%","500","5,076","24,000",21.39,"83,246","14.34","9.60","코스피"
"286","066575","LG전자우","29,450","1,200","+4.25%","5,000","5,061","17,186",47.02,"60,005","3.09","N/A","코스피"
"287","002320","한진","42,200","1,000","-2.31%","5,000","5,053","11,975",12.38,"82,812","-11.25","-6.10","코스피"
"288","064960","S&T모티브","34,200","0","0.00%","5,000","5,001","14,623",18.1,"37,342","8.89","7.77","코스피"
"290","029530","신도리코","48,800","400","+0.83%","5,000","4,919","10,080",27.13,"2,342","15.53","3.73","코스피"
"291","096760","JW홀딩스","7,550","40","-0.53%","500","4,871","64,521",5.66,"46,338","8.99","38.03","코스피"
"292","126560","현대에이치씨엔","4,210","55","+1.32%","500","4,752","112,877",19.47,"32,252","10.91","6.71","코스피"
"293","002210","동성제약","19,050","50","-0.26%","1,000","4,716","24,757",5.1,"322,957","-2,116.67","-0.33","코스피"
"294","183190","아세아시멘트","119,500","500","-0.42%","5,000","4,655","3,896",6.28,"7,768","7.17","8.16","코스피"
"295","249420","일동제약","21,500","50","-0.23%","1,000","4,642","21,591",7.95,"108,235","24.57","7.17","코스피"
"296","298000","효성화학","145,500","3,000","-2.02%","5,000","4,642","3,190",15.79,"24,926","N/A","N/A","코스피"
"297","003850","보령제약","10,500","150","-1.41%","500","4,641","44,200",9.03,"144,578","8.18","N/A","코스피"
"298","042700","한미반도체","8,080","10","-0.12%","200","4,624","57,224",8.62,"93,471","54.23","4.57","코스피"
"299","034120","SBS","25,300","650","+2.64%","5,000","4,618","18,253",0,"67,661","30.70","2.74","코스피"
"300","001520","동양","1,915","35","-1.79%","500","4,571","238,684",7.68,"160,551","28.16","1.90","코스피"
"301","003920","남양유업","630,000","7,000","-1.10%","5,000","4,536","720",22.36,"546","111.25","0.56","코스피"
"302","060980","한라홀딩스","43,200","150","-0.35%","5,000","4,524","10,472",11.45,"8,795","10.85","4.64","코스피"
"303","293480","하나제약","27,250","850","-3.02%","500","4,414","16,200",1.44,"222,100","12.17","35.63","코스피"
"304","015350","부산가스","40,100","150","-0.37%","5,000","4,411","11,000",3.46,"11,509","9.80","8.00","코스피"
"305","033270","유나이티드제약","27,150","750","-2.69%","500","4,400","16,207",21.89,"207,846","15.79","14.70","코스피"
"306","019170","신풍제약","8,300","170","-2.01%","500","4,398","52,985",1.87,"792,792","218.42","0.98","코스피"
"307","002990","금호산업","12,200","100","-0.81%","5,000","4,396","36,035",9.22,"66,581","4.60","27.07","코스피"
"308","079430","현대리바트","21,400","350","-1.61%","1,000","4,395","20,535",7.31,"82,154","10.14","10.70","코스피"
"309","002020","코오롱","34,600","300","-0.86%","5,000","4,369","12,626",10.83,"16,410","4.68","14.24","코스피"
"310","213500","한솔제지","18,250","100","-0.54%","5,000","4,344","23,801",16.68,"95,465","10.07","8.81","코스피"
"311","002390","한독","31,550","650","+2.10%","500","4,342","13,764",8.26,"138,120","81.52","1.72","코스피"
"312","006060","화승인더","7,820","220","-2.74%","500","4,326","55,320",17.97,"283,573","11.87","15.42","코스피"
"313","123890","한국자산신탁","4,205","45","-1.06%","500","4,320","102,740",7.3,"54,619","3.78","27.12","코스피"
"314","002960","한국쉘석유","332,000","2,500","-0.75%","5,000","4,316","1,300",65.24,"1,120","17.80","24.64","코스피"
"315","002620","제일파마홀딩스","26,850","50","+0.19%","500","4,289","15,973",12.85,"7,244","0.46","249.63","코스피"
"316","017390","서울가스","84,200","0","0.00%","5,000","4,210","5,000",7.47,"433","11.59","4.04","코스피"
"317","081000","일진다이아","36,950","500","+1.37%","1,000","4,167","11,278",2.27,"169,356","54.90","8.37","코스피"
"318","009580","무림P&P","6,650","60","+0.91%","2,500","4,147","62,368",11.53,"349,412","11.37","6.65","코스피"
"319","138250","엔에스쇼핑","12,150","250","-2.02%","500","4,094","33,696",14.92,"59,912","7.42","13.88","코스피"
"320","033920","무학","14,150","700","-4.71%","200","4,033","28,500",20.66,"33,867","7.83","10.03","코스피"
"321","014830","유니드","45,300","100","-0.22%","5,000","4,027","8,890",5.86,"17,963","10.17","6.19","코스피"
"322","000400","롯데손해보험","2,995","30","-0.99%","1,000","4,022","134,280",11.17,"284,361","5.39","14.24","코스피"
"323","017940","E1","58,100","200","-0.34%","5,000","3,986","6,860",5.67,"2,142","4.72","7.39","코스피"
"324","072710","농심홀딩스","85,100","600","+0.71%","5,000","3,947","4,638",4.99,"2,699","9.71","4.78","코스피"
"325","298040","효성중공업","42,300","1,600","-3.64%","5,000","3,944","9,325",7.96,"42,580","N/A","N/A","코스피"
"326","001725","신영증권우","55,900","100","+0.18%","5,000","3,943","7,054",8.68,"1,704","12.43","N/A","코스피"
"327","234080","JW생명과학","24,850","50","+0.20%","2,500","3,935","15,835",6.73,"38,496","23.44","17.45","코스피"
"328","009290","광동제약","7,490","50","-0.66%","1,000","3,926","52,421",24.89,"41,965","16.95","6.07","코스피"
"329","004690","삼천리","96,400","200","-0.21%","5,000","3,909","4,055",23.4,"2,284","29.58","1.07","코스피"
"330","003530","한화투자증권","2,265","20","+0.89%","5,000","3,906","172,443",7.36,"107,150","7.45","6.39","코스피"
"332","091810","티웨이항공","8,190","370","-4.32%","500","3,847","46,975",1.31,"657,866","6.98","227.62","코스피"
"333","058650","세아홀딩스","95,600","100","+0.10%","5,000","3,824","4,000",1.06,"1,588","2.84","7.50","코스피"
"334","031440","신세계푸드","97,900","4,200","+4.48%","5,000","3,791","3,872",6.79,"37,404","18.39","6.73","코스피"
"335","078520","에이블씨엔씨","14,000","350","-2.44%","500","3,785","27,033",10.2,"214,810","30.17","3.27","코스피"
"336","009680","모토닉","11,400","300","+2.70%","500","3,762","33,000",14.31,"266,626","29.61","3.23","코스피"
"337","030610","교보증권","10,350","590","+6.05%","5,000","3,726","36,000",12.83,"472,984","5.08","9.39","코스피"
"338","016800","퍼시스","32,250","100","-0.31%","1,000","3,709","11,500",24.52,"1,126","16.81","5.86","코스피"
"339","070960","용평리조트","7,650","460","-5.67%","5,000","3,682","48,133",2.99,"1,662,464","21.73","4.21","코스피"
"340","017960","한국카본","8,340","280","+3.47%","500","3,666","43,961",14.4,"681,313","490.59","0.24","코스피"
"341","011280","태림포장","5,110","110","+2.20%","500","3,618","70,806",1.6,"256,637","N/A","0.00","코스피"
"342","016580","환인제약","19,350","100","-0.51%","500","3,599","18,600",28.61,"14,025","13.24","11.73","코스피"
"343","016450","한세예스24홀딩스","8,960","60","-0.67%","500","3,584","40,000",3.39,"29,657","11.31","11.52","코스피"
"344","017810","풀무원","93,600","1,100","+1.19%","5,000","3,565","3,809",2.2,"6,398","9.26","14.59","코스피"
"346","268280","미원에스씨","67,000","600","+0.90%","500","3,498","5,221",1.89,"1,606","13.54","N/A","코스피"
"347","00088K","한화3우B","15,450","0","0.00%","5,000","3,472","22,472",7.05,"15,885","3.73","N/A","코스피"
"348","011760","현대상사","25,950","500","-1.89%","5,000","3,433","13,229",7.42,"155,936","13.74","6.29","코스피"
"349","122900","아이마켓코리아","9,540","220","+2.36%","500","3,429","35,943",13.06,"129,994","44.58","2.00","코스피"
"350","003300","한일홀딩스","56,800","1,100","-1.90%","5,000","3,406","5,996",8.22,"6,455","7.50","3.79","코스피"
"351","002250","알보젠코리아","28,700","50","-0.17%","5,000","3,403","11,858",0,"2,402","32.73","5.57","코스피"
"352","001630","종근당홀딩스","67,600","100","+0.15%","2,500","3,387","5,010",10.72,"3,040","7.05","12.48","코스피"
"353","005720","넥센","6,260","70","+1.13%","500","3,352","53,544",5.17,"27,436","5.75","6.63","코스피"
"354","005070","코스모신소재","16,950","200","-1.17%","1,000","3,347","19,748",6.53,"405,243","32.22","13.11","코스피"
"355","000480","조선내화","83,300","700","-0.83%","5,000","3,332","4,000",3.17,"328","24.28","2.50","코스피"
"356","001510","SK증권","705","9","-1.26%","500","3,332","472,590",7.54,"1,653,234","12.82","4.42","코스피"
"357","008730","율촌화학","13,400","50","-0.37%","500","3,323","24,800",6.75,"39,725","12.17","8.31","코스피"
"358","101530","해태제과식품","11,400","100","+0.88%","500","3,319","29,117",0.8,"37,710","44.53","2.59","코스피"
"359","003220","대원제약","16,850","150","-0.88%","500","3,313","19,663",24.29,"35,321","30.86","6.52","코스피"
"361","007340","디티알오토모티브","32,750","100","-0.30%","500","3,273","9,994",7.03,"4,118","14.89","7.77","코스피"
"362","101060","SBS미디어홀딩스","2,320","0","0.00%","500","3,246","139,896",3.59,"21,071","68.24","0.70","코스피"
"363","037710","광주신세계","202,000","1,500","+0.75%","5,000","3,232","1,600",12.38,"158","6.75","8.59","코스피"
"365","002150","도화엔지니어링","9,550","190","-1.95%","500","3,220","33,720",4.32,"278,695","27.52","N/A","코스피"
"366","002100","경농","14,750","750","-4.84%","500","3,200","21,692",2.44,"396,695","31.52","5.83","코스피"
"367","000155","두산우","72,300","200","+0.28%","5,000","3,189","4,411",2.91,"1,875","45.36","N/A","코스피"
"368","011810","STX","16,100","200","+1.26%","2,500","3,176","19,727",0.14,"29,388","0.77","-232.18","코스피"
"369","005810","풍산홀딩스","40,150","300","-0.74%","5,000","3,146","7,835",7.83,"2,467","4.69","10.27","코스피"
"370","000540","흥국화재","4,880","10","-0.20%","5,000","3,135","64,243",2.07,"34,107","3.73","14.44","코스피"
"371","001130","대한제분","185,500","500","-0.27%","5,000","3,135","1,690",15.11,"798","6.14","7.44","코스피"
"372","000430","대원강업","5,050","150","+3.06%","500","3,131","62,000",1.8,"294,556","14.39","4.80","코스피"
"373","084690","대상홀딩스","8,610","110","+1.29%","1,000","3,118","36,213",5.88,"50,255","12.32","5.16","코스피"
"374","002310","아세아제지","34,700","200","+0.58%","5,000","3,108","8,957",8.35,"65,344","61.85","1.09","코스피"
"375","102460","이연제약","18,500","100","-0.54%","500","3,102","16,770",3.44,"102,072","24.09","N/A","코스피"
"376","000050","경방","11,250","50","+0.45%","500","3,084","27,415",2.05,"4,504","15.26","2.87","코스피"
"377","008490","서흥","26,550","650","-2.39%","500","3,072","11,569",6.63,"10,119","13.31","8.73","코스피"
"378","161000","애경유화","9,520","280","+3.03%","500","3,050","32,040",18.47,"121,490","4.69","23.22","코스피"
"379","088260","이리츠코크렙","4,795","0","0.00%","500","3,037","63,342",0.14,"22,691","62.27","1.57","코스피"
"380","016590","신대양제지","75,200","400","+0.53%","5,000","3,030","4,030",8.44,"15,753","10.69","10.37","코스피"
"382","025620","제이준코스메틱","11,300","0","0.00%","500","2,997","26,524",3.39,"295,355","10.33","25.67","코스피"
"383","007690","국도화학","51,100","200","-0.39%","5,000","2,969","5,811",30.28,"8,147","7.23","9.18","코스피"
"384","152330","코리아오토글라스","14,700","200","-1.34%","5,000","2,940","20,000",5.53,"21,836","6.57","14.98","코스피"
"385","036580","팜스코","7,970","280","-3.39%","500","2,927","36,728",6.35,"112,925","7.39","13.07","코스피"
"386","003560","IHQ","1,995","25","-1.24%","500","2,917","146,236",1.73,"1,995,179","117.35","1.12","코스피"
"387","016380","동부제철","10,650","300","-2.74%","5,000","2,900","27,233",0.57,"45,795","-1.20","-86.51","코스피"
"388","136490","선진","12,150","200","+1.67%","500","2,889","23,780",13.32,"23,679","4.22","20.98","코스피"
"389","281820","케이씨텍","14,550","200","+1.39%","500","2,887","19,839",10.54,"84,834","4.32","N/A","코스피"
"390","002780","진흥기업","1,980","15","-0.75%","500","2,880","145,472",0.16,"27,381","12.07","66.29","코스피"
"391","001500","현대차증권","9,780","120","+1.24%","5,000","2,869","29,337",5.93,"13,293","5.72","6.04","코스피"
"392","010955","S-Oil우","71,000","1,300","+1.87%","2,500","2,856","4,022",11.64,"16,091","6.64","N/A","코스피"
"393","026890","디피씨","6,780","180","+2.73%","500","2,826","41,678",0.62,"3,355,767","40.36","5.17","코스피"
"394","000020","동화약품","10,100","0","0.00%","1,000","2,821","27,931",7.91,"47,159","6.00","17.10","코스피"
"395","007160","사조산업","56,200","400","+0.72%","5,000","2,810","5,000",4.46,"3,519","6.42","12.18","코스피"
"396","104700","한국철강","6,030","110","+1.86%","1,000","2,777","46,050",19.18,"41,129","-6.40","-5.83","코스피"
"397","002030","아세아","125,500","500","+0.40%","5,000","2,750","2,191",6.36,"911","6.29","6.58","코스피"
"398","004980","성신양회","11,400","300","+2.70%","5,000","2,737","24,008",8.55,"734,535","23.55","3.53","코스피"
"399","025000","KPX케미칼","56,500","600","-1.05%","5,000","2,735","4,840",28.65,"1,409","10.32","6.19","코스피"
"400","003060","에이프로젠제약","2,510","30","-1.18%","500","2,708","107,882",5.91,"327,596","-12.55","-20.68","코스피"
"401","003060","에이프로젠제약","2,510","30","-1.18%","500","2,708","107,882",5.91,"327,596","-12.55","-20.68","코스피"
