This file was created using the 201904 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
20150205    ,0.92    ,0.09   ,-0.22    ,0.00
20150206   ,-0.51    ,0.01    ,0.11    ,0.00
20150209   ,-0.35    ,0.24    ,0.19    ,0.00
20150210    ,0.64   ,-0.42   ,-0.66    ,0.00
20150211   ,-0.20   ,-0.18   ,-0.19    ,0.00
20150212    ,1.27    ,0.13    ,0.26    ,0.00
20150213    ,0.55   ,-0.08    ,0.16    ,0.00
20150216   ,-0.01    ,0.25    ,0.15    ,0.00
20150217    ,0.24   ,-0.08   ,-0.03    ,0.00
20150218    ,0.38    ,0.25   ,-0.27    ,0.00
20150219    ,0.08    ,0.07   ,-0.36    ,0.00
20150220    ,0.45   ,-0.25   ,-0.23    ,0.00
20150223    ,0.05   ,-0.01   ,-0.34    ,0.00
20150224    ,0.37   ,-0.10    ,0.41    ,0.00
20150225    ,0.13    ,0.38   ,-0.27    ,0.00
20150226   ,-0.22    ,0.15   ,-0.24    ,0.00
20150227   ,-0.09    ,0.01   ,-0.01    ,0.00
20150302    ,0.24   ,-0.16   ,-0.30    ,0.00
20150303   ,-0.40    ,0.09    ,0.09    ,0.00
20150304   ,-0.39    ,0.04   ,-0.27    ,0.00
20150305    ,0.18    ,0.01   ,-0.41    ,0.00
20150306   ,-1.14    ,0.28    ,0.10    ,0.00
20150309    ,0.00   ,-0.08   ,-0.13    ,0.00
20150310   ,-1.64    ,0.65   ,-0.30    ,0.00
20150311   ,-0.06    ,0.03    ,0.25    ,0.00
20150312    ,1.10    ,0.04    ,0.10    ,0.00
20150313   ,-0.57    ,0.30   ,-0.28    ,0.00
20150316    ,1.11   ,-0.73   ,-0.25    ,0.00
20150317   ,-0.19    ,0.16    ,0.12    ,0.00
20150318    ,1.67   ,-0.29    ,0.10    ,0.00
20150319   ,-0.73    ,0.34   ,-0.73    ,0.00
20150320    ,1.31   ,-0.20    ,0.36    ,0.00
20150323    ,0.23    ,0.36    ,0.41    ,0.00
20150324   ,-0.23    ,0.30    ,0.11    ,0.00
20150325   ,-0.91   ,-0.01    ,0.88    ,0.00
20150326   ,-0.67   ,-0.03    ,0.04    ,0.00
20150327    ,0.14   ,-0.02   ,-0.59    ,0.00
20150330    ,0.69   ,-0.39   ,-0.12    ,0.00
20150331   ,-0.85    ,0.71    ,0.05    ,0.00
20150401   ,-0.08    ,0.10    ,0.39    ,0.00
20150402    ,0.70    ,0.07    ,0.17    ,0.00
20150403    ,0.42    ,0.19    ,0.04    ,0.00
20150406    ,0.16   ,-0.16   ,-0.09    ,0.00
20150407    ,0.11   ,-0.33   ,-0.08    ,0.00
20150408    ,0.30    ,0.66   ,-0.62    ,0.00
20150409    ,0.28   ,-0.45   ,-0.17    ,0.00
20150410    ,0.40    ,0.09   ,-0.19    ,0.00
20150413   ,-0.23    ,0.58    ,0.03    ,0.00
20150414    ,0.31    ,0.34    ,0.33    ,0.00
20150415    ,0.58   ,-0.09    ,0.43    ,0.00
20150416    ,0.09    ,0.27    ,0.07    ,0.00
20150417   ,-1.11    ,0.09    ,0.24    ,0.00
20150420    ,0.40   ,-0.55   ,-0.01    ,0.00
20150421    ,0.23    ,0.10   ,-0.68    ,0.00
20150422    ,0.24   ,-0.13    ,0.08    ,0.00
20150423    ,0.45    ,0.13    ,0.13    ,0.00
20150424    ,0.40   ,-0.05    ,0.02    ,0.00
20150427    ,0.14   ,-0.21    ,0.46    ,0.00
20150428    ,0.13    ,0.29    ,0.60    ,0.00
20150429   ,-0.43    ,0.16    ,0.42    ,0.00
20150430   ,-0.79   ,-0.32    ,0.53    ,0.00
20150501    ,0.26   ,-0.57   ,-0.33    ,0.00
20150504    ,0.31    ,0.11    ,0.05    ,0.00
20150505   ,-0.92    ,0.39    ,0.15    ,0.00
20150506    ,0.04    ,0.26    ,0.10    ,0.00
20150507   ,-0.12   ,-0.21   ,-0.27    ,0.00
20150508    ,1.35   ,-0.38   ,-0.26    ,0.00
20150511   ,-0.20    ,0.58   ,-0.04    ,0.00
20150512   ,-0.24    ,0.32    ,0.22    ,0.00
20150513    ,0.48    ,0.27    ,0.01    ,0.00
20150514    ,0.75   ,-0.39   ,-0.16    ,0.00
20150515    ,0.16    ,0.10   ,-0.20    ,0.00
20150518    ,0.03    ,0.23   ,-0.24    ,0.00
20150519   ,-0.14   ,-0.11   ,-0.12    ,0.00
20150520   ,-0.02    ,0.09   ,-0.11    ,0.00
20150521    ,0.35   ,-0.17    ,0.07    ,0.00
20150522   ,-0.41    ,0.11    ,0.09    ,0.00
20150525   ,-0.07    ,0.06   ,-0.08    ,0.00
20150526   ,-1.18    ,0.22   ,-0.10    ,0.00
20150527    ,0.77   ,-0.31   ,-0.13    ,0.00
20150528   ,-0.07    ,0.02    ,0.08    ,0.00
20150529   ,-0.61    ,0.58    ,0.08    ,0.00
20150601   ,-0.13    ,0.18   ,-0.20    ,0.00
20150602    ,0.43    ,0.37    ,0.46    ,0.00
20150603    ,0.44    ,0.08    ,0.04    ,0.00
20150604   ,-0.85    ,0.22   ,-0.02    ,0.00
20150605   ,-0.71    ,0.34   ,-0.05    ,0.00
20150608   ,-0.20    ,0.38    ,0.12    ,0.00
20150609   ,-0.29   ,-0.45    ,0.16    ,0.00
20150610    ,1.34   ,-0.22   ,-0.02    ,0.00
20150611    ,0.24    ,0.07   ,-0.33    ,0.00
20150612   ,-0.58    ,0.52   ,-0.04    ,0.00
20150615   ,-0.62    ,0.17   ,-0.06    ,0.00
20150616    ,0.24   ,-0.28   ,-0.20    ,0.00
20150617    ,0.18    ,0.15   ,-0.36    ,0.00
20150618    ,0.61   ,-0.21   ,-0.41    ,0.00
20150619   ,-0.12    ,0.41   ,-0.07    ,0.00
20150622    ,1.03   ,-0.67    ,0.14    ,0.00
20150623    ,0.13    ,0.12    ,0.09    ,0.00
20150624   ,-0.46    ,0.17    ,0.29    ,0.00
20150625   ,-0.19    ,0.13   ,-0.06    ,0.00
20150626   ,-0.28   ,-0.18    ,0.22    ,0.00
20150629   ,-2.07    ,0.16    ,0.08    ,0.00
20150630   ,-0.20    ,0.64   ,-0.40    ,0.00
20150701    ,0.44   ,-0.43   ,-0.28    ,0.00
20150702    ,0.07   ,-0.29    ,0.17    ,0.00
20150703   ,-0.20   ,-0.42    ,0.14    ,0.00
20150706   ,-1.01   ,-0.36   ,-0.60    ,0.00
20150707   ,-0.20   ,-0.29   ,-0.37    ,0.00
20150708   ,-1.21   ,-0.51    ,0.23    ,0.00
20150709    ,0.69    ,0.16   ,-0.25    ,0.00
20150710    ,1.52   ,-0.41   ,-0.22    ,0.00
20150713    ,0.84    ,0.01   ,-0.35    ,0.00
20150714    ,0.67    ,0.22   ,-0.09    ,0.00
20150715   ,-0.17   ,-0.33   ,-0.12    ,0.00
20150716    ,0.67   ,-0.13   ,-0.42    ,0.00
20150717   ,-0.10   ,-0.02   ,-0.54    ,0.00
20150720    ,0.01   ,-0.31   ,-0.59    ,0.00
20150721   ,-0.07    ,0.53    ,0.23    ,0.00
20150722   ,-0.52    ,0.18   ,-0.10    ,0.00
20150723   ,-0.20    ,0.08   ,-0.28    ,0.00
20150724   ,-0.94    ,0.06   ,-0.04    ,0.00
20150727   ,-0.87   ,-0.31    ,0.17    ,0.00
20150728    ,0.87   ,-0.37   ,-0.15    ,0.00
20150729    ,0.54   ,-0.38    ,0.31    ,0.00
20150730    ,0.06   ,-0.06    ,0.11    ,0.00
20150731    ,0.26    ,0.34   ,-0.38    ,0.00
20150803   ,-0.19   ,-0.24   ,-0.21    ,0.00
20150804   ,-0.25    ,0.12   ,-0.28    ,0.00
20150805    ,0.48   ,-0.35   ,-0.05    ,0.00
20150806   ,-0.55   ,-0.01    ,1.15    ,0.00
20150807   ,-0.30   ,-0.07    ,0.21    ,0.00
20150810    ,1.17   ,-0.10    ,0.15    ,0.00
20150811   ,-1.04    ,0.32    ,0.28    ,0.00
20150812   ,-0.50    ,0.10    ,0.08    ,0.00
20150813    ,0.13   ,-0.19   ,-0.16    ,0.00
20150814    ,0.11    ,0.08   ,-0.12    ,0.00
20150817    ,0.27    ,0.13   ,-0.38    ,0.00
20150818   ,-0.34   ,-0.18    ,0.02    ,0.00
20150819   ,-0.88    ,0.11   ,-0.12    ,0.00
20150820   ,-1.74    ,0.24    ,0.45    ,0.00
20150821   ,-2.41    ,1.16    ,0.18    ,0.00
20150824   ,-3.65   ,-0.08    ,0.01    ,0.00
20150825   ,-0.10   ,-0.03   ,-0.47    ,0.00
20150826    ,1.39   ,-0.62   ,-0.54    ,0.00
20150827    ,2.22   ,-0.64    ,0.24    ,0.00
20150828    ,0.50    ,0.78    ,0.27    ,0.00
20150831   ,-0.53    ,0.66    ,0.55    ,0.00
20150901   ,-2.53    ,0.63   ,-0.03    ,0.00
20150902    ,0.70   ,-0.80   ,-0.75    ,0.00
20150903    ,0.50   ,-0.32    ,0.36    ,0.00
20150904   ,-1.53    ,0.77   ,-0.25    ,0.00
20150907    ,0.13   ,-0.29    ,0.03    ,0.00
20150908    ,1.65   ,-0.79   ,-0.14    ,0.00
20150909    ,0.26    ,0.44    ,0.31    ,0.00
20150910   ,-0.13    ,0.19   ,-0.42    ,0.00
20150911    ,0.12    ,0.29   ,-0.55    ,0.00
20150914   ,-0.51    ,0.15   ,-0.12    ,0.00
20150915    ,0.67   ,-0.54    ,0.10    ,0.00
20150916    ,1.14   ,-0.44    ,0.28    ,0.00
20150917    ,0.44    ,0.71   ,-0.52    ,0.00
20150918   ,-1.76    ,0.96   ,-0.89    ,0.00
20150921   ,-0.04   ,-0.66    ,0.33    ,0.00
20150922   ,-1.68    ,0.57    ,0.03    ,0.00
20150923   ,-0.24   ,-0.16   ,-0.06    ,0.00
20150924   ,-0.77    ,0.11    ,0.02    ,0.00
20150925    ,0.56   ,-0.87    ,0.81    ,0.00
20150928   ,-1.94    ,0.89    ,0.28    ,0.00
20150929   ,-0.77   ,-0.61    ,0.54    ,0.00
20150930    ,1.89   ,-0.59   ,-0.26    ,0.00
20151001    ,0.25    ,0.02    ,0.03    ,0.00
20151002    ,1.15   ,-0.16   ,-0.27    ,0.00
20151005    ,1.92   ,-0.36    ,0.53    ,0.00
20151006    ,0.38    ,0.05    ,1.00    ,0.00
20151007    ,0.74    ,0.16    ,0.67    ,0.00
20151008    ,0.61   ,-0.27    ,0.35    ,0.00
20151009    ,0.63    ,0.16    ,0.01    ,0.00
20151012   ,-0.03    ,0.00   ,-0.07    ,0.00
20151013   ,-0.74   ,-0.06   ,-0.01    ,0.00
20151014   ,-0.34    ,0.20    ,0.08    ,0.00
20151015    ,1.20    ,0.07   ,-0.28    ,0.00
20151016    ,0.27   ,-0.69   ,-0.14    ,0.00
20151019   ,-0.17    ,0.17   ,-0.65    ,0.00
20151020   ,-0.11    ,0.03    ,0.56    ,0.00
20151021   ,-0.31   ,-0.10    ,0.20    ,0.00
20151022    ,0.74   ,-1.09    ,0.01    ,0.00
20151023    ,0.99   ,-0.47   ,-0.39    ,0.00
20151026   ,-0.03    ,0.13   ,-0.36    ,0.00
20151027   ,-0.65   ,-0.17   ,-0.72    ,0.00
20151028    ,0.77   ,-0.22    ,0.31    ,0.00
20151029   ,-0.13   ,-0.02   ,-0.43    ,0.00
20151030   ,-0.05    ,0.42   ,-0.17    ,0.00
20151102    ,0.53    ,0.11   ,-0.20    ,0.00
20151103    ,0.23    ,0.10    ,0.02    ,0.00
20151104   ,-0.22    ,0.01   ,-0.22    ,0.00
20151105   ,-0.11   ,-0.01    ,0.05    ,0.00
20151106   ,-0.31    ,0.26    ,0.00    ,0.00
20151109   ,-0.63    ,0.47    ,0.14    ,0.00
20151110   ,-0.05   ,-0.26    ,0.02    ,0.00
20151111    ,0.06   ,-0.04   ,-0.24    ,0.00
20151112   ,-1.01    ,0.33   ,-0.31    ,0.00
20151113   ,-1.00    ,0.46    ,0.29    ,0.00
20151116    ,0.51   ,-0.72    ,0.13    ,0.00
20151117    ,0.50   ,-0.22   ,-0.31    ,0.00
20151118    ,0.89   ,-0.32   ,-0.13    ,0.00
20151119    ,0.47    ,0.08   ,-0.02    ,0.00
20151120    ,0.04    ,0.17   ,-0.55    ,0.00
20151123   ,-0.14    ,0.27   ,-0.11    ,0.00
20151124   ,-0.08    ,0.49    ,0.18    ,0.00
20151125    ,0.23    ,0.08   ,-0.48    ,0.00
20151126    ,0.25   ,-0.09   ,-0.06    ,0.00
20151127   ,-0.18    ,0.14   ,-0.21    ,0.00
20151130   ,-0.26    ,0.39    ,0.13    ,0.00
20151201    ,0.95   ,-0.19    ,0.09    ,0.00
20151202   ,-0.66    ,0.39   ,-0.50    ,0.00
20151203   ,-0.68    ,0.82    ,0.31    ,0.00
20151204    ,0.48   ,-0.79   ,-0.45    ,0.00
20151207   ,-0.53   ,-0.22   ,-0.62    ,0.00
20151208   ,-0.86    ,0.33   ,-0.61    ,0.00
20151209   ,-0.23    ,0.11    ,0.57    ,0.00
20151210   ,-0.22   ,-0.20   ,-0.18    ,0.00
20151211   ,-1.46    ,0.55    ,0.08    ,0.00
20151214   ,-0.49   ,-0.39   ,-0.39    ,0.00
20151215    ,0.85   ,-0.82    ,0.27    ,0.00
20151216    ,1.20   ,-0.22   ,-0.16    ,0.00
20151217   ,-0.66    ,0.53   ,-0.17    ,0.00
20151218   ,-1.08    ,1.02   ,-0.05    ,0.00
20151221    ,0.21   ,-0.10   ,-0.21    ,0.00
20151222    ,0.65   ,-0.18    ,0.36    ,0.00
20151223    ,1.28   ,-0.52    ,0.47    ,0.00
20151224    ,0.09   ,-0.01    ,0.20    ,0.00
20151225   ,-0.08   ,-0.02   ,-0.10    ,0.00
20151228   ,-0.14    ,0.19   ,-0.12    ,0.00
20151229    ,0.94   ,-0.03   ,-0.41    ,0.00
20151230   ,-0.46    ,0.41   ,-0.23    ,0.00
20151231   ,-0.78    ,0.31    ,0.23    ,0.00
20160101    ,0.02    ,0.00   ,-0.01    ,0.00
20160104   ,-1.87    ,0.20    ,0.34    ,0.00
20160105   ,-0.10   ,-0.27    ,0.19    ,0.00
20160106   ,-1.23    ,0.22   ,-0.11    ,0.00
20160107   ,-1.89    ,0.23    ,0.11    ,0.00
20160108   ,-1.05    ,0.15   ,-0.08    ,0.00
20160111   ,-0.41   ,-0.57    ,0.17    ,0.00
20160112    ,0.25   ,-0.96   ,-0.51    ,0.00
20160113   ,-1.13    ,0.57    ,0.59    ,0.00
20160114    ,0.17   ,-0.92    ,0.13    ,0.00
20160115   ,-1.90    ,0.57    ,0.00    ,0.00
20160118   ,-0.45   ,-0.55   ,-0.31    ,0.00
20160119    ,0.38   ,-0.43   ,-0.21    ,0.00
20160120   ,-1.86    ,0.51   ,-0.66    ,0.00
20160121    ,0.39   ,-1.00    ,0.13    ,0.00
20160122    ,2.39    ,0.06   ,-0.09    ,0.00
20160125   ,-0.75    ,0.93   ,-0.91    ,0.00
20160126    ,0.86   ,-0.58    ,0.49    ,0.00
20160127   ,-0.18    ,0.21    ,1.04    ,0.00
20160128    ,0.06   ,-0.04    ,0.47    ,0.00
20160129    ,1.92   ,-0.68    ,0.19    ,0.00
20160201    ,0.38    ,0.44   ,-0.94    ,0.00
20160202   ,-1.69    ,0.74   ,-0.58    ,0.00
20160203    ,0.24   ,-0.05    ,0.24    ,0.00
20160204    ,0.44   ,-0.29    ,0.90    ,0.00
20160205   ,-1.63   ,-0.16    ,1.32    ,0.00
20160208   ,-1.55    ,0.50    ,0.63    ,0.00
20160209   ,-0.91   ,-0.75   ,-0.62    ,0.00
20160210    ,0.24   ,-0.23   ,-0.37    ,0.00
20160211   ,-1.37    ,0.84   ,-0.71    ,0.00
20160212    ,0.90   ,-1.99    ,0.81    ,0.00
20160215    ,1.34    ,0.34    ,0.07    ,0.00
20160216    ,0.98   ,-0.11   ,-0.44    ,0.00
20160217    ,1.60   ,-0.35   ,-0.27    ,0.00
20160218    ,0.11    ,0.88    ,0.00    ,0.00
20160219   ,-0.20    ,0.22   ,-0.60    ,0.00
20160222    ,1.10   ,-0.38    ,0.06    ,0.00
20160223   ,-1.05    ,0.60   ,-0.26    ,0.00
20160224   ,-0.37    ,0.50   ,-0.24    ,0.00
20160225    ,1.24   ,-0.53    ,0.21    ,0.00
20160226    ,0.09   ,-0.02    ,0.39    ,0.00
20160229   ,-0.32    ,0.59    ,0.21    ,0.00
20160301    ,1.68   ,-0.90   ,-0.15    ,0.00
20160302    ,0.97    ,0.32    ,0.71    ,0.00
20160303    ,0.68    ,0.21    ,0.82    ,0.00
20160304    ,0.68    ,0.36    ,0.33    ,0.00
20160307    ,0.09    ,0.58    ,0.28    ,0.00
20160308   ,-1.09   ,-0.27   ,-0.33    ,0.00
20160309    ,0.27   ,-0.45    ,0.05    ,0.00
20160310    ,0.10    ,0.22    ,0.23    ,0.00
20160311    ,1.66   ,-0.52    ,0.32    ,0.00
20160314    ,0.14    ,0.26   ,-0.32    ,0.00
20160315   ,-0.57   ,-0.23    ,0.18    ,0.00
20160316    ,0.74    ,0.15   ,-0.02    ,0.00
20160317    ,0.86    ,0.44    ,0.65    ,0.00
20160318    ,0.16    ,0.19   ,-0.23    ,0.00
20160321   ,-0.13   ,-0.17   ,-0.18    ,0.00
20160322    ,0.05    ,0.20   ,-0.24    ,0.00
20160323   ,-0.72   ,-0.31   ,-0.40    ,0.00
20160324   ,-0.51    ,0.43   ,-0.44    ,0.00
20160325    ,0.01   ,-0.17    ,0.12    ,0.00
20160328    ,0.26    ,0.10    ,0.08    ,0.00
20160329    ,1.06    ,0.59   ,-0.57    ,0.00
20160330    ,0.68   ,-0.12   ,-0.09    ,0.00
20160331   ,-0.29    ,0.33   ,-0.32    ,0.00
20160401   ,-0.29   ,-0.18   ,-0.61    ,0.00
20160404   ,-0.18    ,0.09   ,-0.49    ,0.00
20160405   ,-1.30    ,0.10   ,-0.37    ,0.00
20160406    ,0.94   ,-0.16   ,-0.53    ,0.00
20160407   ,-0.79    ,0.60   ,-0.16    ,0.00
20160408    ,0.77   ,-0.03    ,0.70    ,0.00
20160411   ,-0.01    ,0.27    ,0.51    ,0.00
20160412    ,0.84   ,-0.42    ,0.60    ,0.00
20160413    ,1.24   ,-0.35    ,0.53    ,0.00
20160414    ,0.43   ,-0.01    ,0.22    ,0.00
20160415   ,-0.05    ,0.24   ,-0.20    ,0.00
20160418    ,0.20   ,-0.13   ,-0.19    ,0.00
20160419    ,1.10   ,-0.16    ,0.78    ,0.00
20160420   ,-0.01   ,-0.29    ,0.44    ,0.00
20160421   ,-0.11    ,0.29    ,0.05    ,0.00
20160422   ,-0.28   ,-0.02    ,0.44    ,0.00
20160425   ,-0.23    ,0.05   ,-0.25    ,0.00
20160426    ,0.23   ,-0.13    ,0.73    ,0.00
20160427    ,0.14    ,0.11    ,0.47    ,0.00
20160428   ,-0.35    ,0.56    ,0.03    ,0.00
20160429   ,-0.35    ,0.62    ,0.24    ,0.00
20160502    ,0.30   ,-0.36   ,-0.55    ,0.00
20160503   ,-1.20    ,0.06   ,-0.53    ,0.00
20160504   ,-0.83    ,0.19   ,-0.12    ,0.00
20160505   ,-0.18   ,-0.14   ,-0.06    ,0.00
20160506    ,0.07    ,0.06    ,0.22    ,0.00
20160509    ,0.00    ,0.00   ,-1.21    ,0.00
20160510    ,1.09   ,-0.57    ,0.34    ,0.00
20160511   ,-0.37    ,0.54    ,0.35    ,0.00
20160512   ,-0.32   ,-0.22    ,0.24    ,0.00
20160513   ,-0.67    ,0.24   ,-0.44    ,0.00
20160516    ,0.61   ,-0.41    ,0.09    ,0.00
20160517   ,-0.32    ,0.34    ,0.28    ,0.00
20160518   ,-0.19   ,-0.46    ,0.29    ,0.00
20160519   ,-0.53    ,0.21   ,-0.09    ,0.00
20160520    ,0.82    ,0.15   ,-0.21    ,0.00
20160523   ,-0.12    ,0.61   ,-0.31    ,0.00
20160524    ,0.95   ,-0.66   ,-0.25    ,0.00
20160525    ,0.92   ,-0.32    ,0.53    ,0.00
20160526    ,0.21    ,0.03   ,-0.10    ,0.00
20160527    ,0.15   ,-0.03   ,-0.21    ,0.00
20160530    ,0.15    ,0.06   ,-0.10    ,0.00
20160531   ,-0.06    ,0.69   ,-0.21    ,0.00
20160601    ,0.01    ,0.28   ,-0.07    ,0.00
20160602    ,0.00    ,0.01   ,-0.36    ,0.00
20160603    ,0.50    ,0.75   ,-0.03    ,0.00
20160606    ,0.38   ,-0.24    ,0.24    ,0.00
20160607    ,0.52   ,-0.01    ,0.26    ,0.00
20160608    ,0.29    ,0.36    ,0.10    ,0.00
20160609   ,-0.69    ,0.16   ,-0.25    ,0.00
20160610   ,-1.50    ,0.13   ,-0.12    ,0.00
20160613   ,-1.24   ,-0.32   ,-0.05    ,0.00
20160614   ,-0.98   ,-0.32    ,0.07    ,0.00
20160615    ,0.30    ,0.09   ,-0.06    ,0.00
20160616   ,-0.33   ,-0.77   ,-0.05    ,0.00
20160617    ,0.46    ,0.14    ,0.72    ,0.00
20160620    ,1.75    ,0.28   ,-0.02    ,0.00
20160621    ,0.16   ,-0.44    ,0.08    ,0.00
20160622    ,0.06   ,-0.25    ,0.00    ,0.00
20160623    ,1.42   ,-0.39    ,0.35    ,0.00
20160624   ,-5.11    ,0.86   ,-0.77    ,0.00
20160627   ,-2.27    ,0.12   ,-0.20    ,0.00
20160628    ,1.70   ,-0.51   ,-0.19    ,0.00
20160629    ,2.11   ,-0.25   ,-0.25    ,0.00
20160630    ,1.05   ,-0.23    ,0.01    ,0.00
20160701    ,0.64    ,0.47   ,-0.16    ,0.00
20160704    ,0.06    ,0.14    ,0.06    ,0.00
20160705   ,-1.18   ,-0.26   ,-0.49    ,0.00
20160706   ,-0.15   ,-0.03   ,-0.31    ,0.00
20160707    ,0.12    ,0.12   ,-0.25    ,0.00
20160708    ,1.14   ,-0.12    ,0.25    ,0.00
20160711    ,0.85    ,0.26    ,0.30    ,0.00
20160712    ,0.94    ,0.08    ,0.72    ,0.00
20160713    ,0.12   ,-0.02    ,0.41    ,0.00
20160714    ,0.61   ,-0.33    ,0.29    ,0.00
20160715   ,-0.20   ,-0.05    ,0.33    ,0.00
20160718    ,0.18   ,-0.03   ,-0.29    ,0.00
20160719   ,-0.30   ,-0.02   ,-0.07    ,0.00
20160720    ,0.50   ,-0.01   ,-0.77    ,0.00
20160721   ,-0.04    ,0.29    ,0.43    ,0.00
20160722    ,0.02   ,-0.26   ,-0.13    ,0.00
20160725   ,-0.09    ,0.19   ,-0.32    ,0.00
20160726    ,0.14    ,0.20    ,0.10    ,0.00
20160727    ,0.31    ,0.34    ,0.16    ,0.00
20160728   ,-0.18   ,-0.07   ,-0.35    ,0.00
20160729    ,0.94    ,0.33    ,0.48    ,0.00
20160801   ,-0.31   ,-0.08   ,-0.63    ,0.00
20160802   ,-0.55    ,0.30   ,-0.45    ,0.00
20160803   ,-0.26   ,-0.22    ,0.32    ,0.00
20160804    ,0.28   ,-0.04    ,0.42    ,0.00
20160805    ,0.56   ,-0.24    ,0.37    ,0.00
20160808    ,0.21    ,0.01    ,0.96    ,0.00
20160809    ,0.55   ,-0.01   ,-0.03    ,0.00
20160810    ,0.01    ,0.05   ,-0.01    ,0.00
20160811    ,0.38   ,-0.20   ,-0.07    ,0.00
20160812    ,0.15    ,0.41   ,-0.20    ,0.00
20160815    ,0.27    ,0.24   ,-0.12    ,0.00
20160816   ,-0.32    ,0.19    ,0.22    ,0.00
20160817   ,-0.05   ,-0.36    ,0.39    ,0.00
20160818    ,0.39    ,0.25    ,0.25    ,0.00
20160819   ,-0.35    ,0.09   ,-0.05    ,0.00
20160822    ,0.02    ,0.22   ,-0.36    ,0.00
20160823    ,0.34    ,0.02   ,-0.09    ,0.00
20160824   ,-0.34    ,0.00    ,0.19    ,0.00
20160825   ,-0.25    ,0.04    ,0.22    ,0.00
20160826   ,-0.47   ,-0.11   ,-0.03    ,0.00
20160829    ,0.40   ,-0.11    ,0.34    ,0.00
20160830   ,-0.23   ,-0.17    ,0.26    ,0.00
20160831   ,-0.15    ,0.04    ,0.32    ,0.00
20160901    ,0.26    ,0.23   ,-0.16    ,0.00
20160902    ,0.65   ,-0.36    ,0.21    ,0.00
20160905    ,0.21    ,0.20    ,0.16    ,0.00
20160906    ,0.64    ,0.64   ,-0.31    ,0.00
20160907    ,0.10    ,0.36   ,-0.12    ,0.00
20160908   ,-0.26    ,0.11    ,0.46    ,0.00
20160909   ,-1.82    ,0.20    ,0.39    ,0.00
20160912    ,0.41   ,-0.39   ,-0.42    ,0.00
20160913   ,-1.30    ,0.25   ,-0.67    ,0.00
20160914   ,-0.04    ,0.05   ,-0.49    ,0.00
20160915    ,0.71   ,-0.14   ,-0.31    ,0.00
20160916   ,-0.57    ,0.52   ,-0.37    ,0.00
20160919    ,0.43    ,0.05    ,0.22    ,0.00
20160920    ,0.03   ,-0.10   ,-0.36    ,0.00
20160921    ,1.34    ,0.18    ,0.74    ,0.00
20160922    ,0.82   ,-0.04    ,0.11    ,0.00
20160923   ,-0.53    ,0.32   ,-0.25    ,0.00
20160926   ,-0.85    ,0.32   ,-0.33    ,0.00
20160927    ,0.36   ,-0.07   ,-0.53    ,0.00
20160928    ,0.50    ,0.08    ,0.42    ,0.00
20160929   ,-0.42    ,0.01    ,0.69    ,0.00
20160930    ,0.29   ,-0.20   ,-0.17    ,0.00
20161003   ,-0.09    ,0.21   ,-0.11    ,0.00
20161004   ,-0.25   ,-0.13    ,0.04    ,0.00
20161005    ,0.29    ,0.00    ,0.73    ,0.00
20161006   ,-0.28   ,-0.17    ,0.32    ,0.00
20161007   ,-0.34   ,-0.11    ,0.46    ,0.00
20161010    ,0.32   ,-0.14    ,0.15    ,0.00
20161011   ,-1.08    ,0.12    ,0.20    ,0.00
20161012   ,-0.31   ,-0.25    ,0.12    ,0.00
20161013   ,-0.26    ,0.09   ,-0.29    ,0.00
20161014    ,0.13   ,-0.29    ,0.25    ,0.00
20161017   ,-0.23    ,0.17    ,0.28    ,0.00
20161018    ,0.75   ,-0.12    ,0.13    ,0.00
20161019    ,0.32    ,0.13    ,0.38    ,0.00
20161020   ,-0.13   ,-0.06    ,0.14    ,0.00
20161021   ,-0.15   ,-0.07    ,0.00    ,0.00
20161024    ,0.29   ,-0.15    ,0.11    ,0.00
20161025   ,-0.26   ,-0.16    ,0.36    ,0.00
20161026   ,-0.22   ,-0.31    ,0.32    ,0.00
20161027   ,-0.36   ,-0.57    ,0.40    ,0.00
20161028    ,0.07    ,0.26    ,0.36    ,0.00
20161031   ,-0.11    ,0.01    ,0.01    ,0.00
20161101   ,-0.29    ,0.21    ,0.18    ,0.00
20161102   ,-0.80   ,-0.17   ,-0.09    ,0.00
20161103   ,-0.17    ,0.09    ,0.56    ,0.00
20161104   ,-0.45    ,0.24   ,-0.20    ,0.00
20161107    ,1.37   ,-0.64   ,-0.19    ,0.00
20161108    ,0.26   ,-0.33    ,0.00    ,0.00
20161109    ,0.04   ,-0.52    ,0.24    ,0.00
20161110    ,0.70    ,1.12    ,1.40    ,0.00
20161111   ,-0.22    ,0.59    ,0.23    ,0.00
20161114   ,-0.20    ,0.24    ,1.06    ,0.00
20161115    ,0.50   ,-0.49    ,0.12    ,0.00
20161116   ,-0.09    ,0.34   ,-0.30    ,0.00
20161117    ,0.24   ,-0.28   ,-0.30    ,0.00
20161118   ,-0.30    ,0.47    ,0.10    ,0.00
20161121    ,0.75   ,-0.30    ,0.21    ,0.00
20161122    ,0.26    ,0.21    ,0.52    ,0.00
20161123   ,-0.21    ,0.03   ,-0.03    ,0.00
20161124    ,0.10   ,-0.09   ,-0.04    ,0.00
20161125    ,0.43   ,-0.11   ,-0.24    ,0.00
20161128   ,-0.33    ,0.15    ,0.06    ,0.00
